"dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt"
"2012-12-14","fall",1,"December","No","Friday","Yes","Good",5.238349,3.416672,0.642917,8.792343,429,5182,5611
"2012-12-15","fall",1,"December","No","Saturday","No","Good",7.235849,6.333278,0.650417,7.12545,767,4280,5047
"2012-12-16","fall",1,"December","No","Sunday","No","Moderate",9.0375,8.415908,0.83875,6.749714,538,3248,3786
"2012-12-17","fall",1,"December","No","Monday","Yes","Moderate",10.486651,10.499,0.907083,6.5833061,212,4373,4585
"2012-12-18","fall",1,"December","No","Tuesday","Yes","Good",11.309151,11.040728,0.66625,14.834068,433,5124,5557
"2012-12-19","fall",1,"December","No","Wednesday","Yes","Good",7.6275,6.582692,0.625417,12.334164,333,4934,5267
"2012-12-20","fall",1,"December","No","Thursday","Yes","Moderate",7.51,6.124322,0.667917,8.875021,314,3814,4128
"2012-12-21","winter",1,"December","No","Friday","Yes","Moderate",7.353349,3.916622,0.556667,25.083661,221,3402,3623
"2012-12-22","winter",1,"December","No","Saturday","No","Good",4.494151,-0.416542000000002,0.44125,27.292182,205,1544,1749
"2012-12-23","winter",1,"December","No","Sunday","No","Good",3.554151,1.125086,0.515417,8.916561,408,1379,1787
"2012-12-24","winter",1,"December","No","Monday","Yes","Moderate",2.871288,1.0874,0.791304,5.1744368,174,746,920
"2012-12-25","winter",1,"December","Yes","Tuesday","No","Moderate",5.691288,3.43469,0.734783,11.304642,440,573,1013
"2012-12-26","winter",1,"December","No","Wednesday","Yes","Bad",3.436651,-1.458022,0.823333,21.208582,9,432,441
"2012-12-27","winter",1,"December","No","Thursday","Yes","Moderate",3.945849,-1.041628,0.652917,23.458911,247,1867,2114
"2012-12-28","winter",1,"December","No","Friday","Yes","Moderate",3.906651,0.833036,0.59,10.416557,644,2451,3095
"2012-12-29","winter",1,"December","No","Saturday","No","Moderate",3.906651,-0.00159999999999982,0.752917,8.333661,159,1182,1341
"2012-12-30","winter",1,"December","No","Sunday","No","Good",4.024151,-0.707800000000001,0.483333,23.500518,364,1432,1796
"2012-12-31","winter",1,"December","No","Monday","Yes","Moderate",2.144151,-1.249858,0.5775,10.374682,439,2290,2729
